title,description,diet_tags
Oatmeal with banana & whey,"Rolled oats, milk, banana, whey protein",balanced
النظام	المرحلة	نوع الوجبة	اسم الوجبة	مكون	كمية (جم)	سعرات حرارية	بروتين (جم)	كربوهيدرات (جم)	دهون (جم)
تضخيم	94	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 94	سلطة خضراء	250.9	50.2	2.5	10	0
تضخيم	94	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 94	مكسرات (لوز)	75.3	436.6	15.1	15.1	37.6
تضخيم	95	فطار	بيض مسلوق - فطار - تضخيم مرحلة 95	بيض مسلوق	252.2	390.9	32.8	2.8	27.7
تضخيم	95	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 95	صدر دجاج مشوي	378.3	622.9	116	0	12.6
تضخيم	95	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 95	سمك مشوي	378.3	585.1	63	0	35.3
تضخيم	95	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 95	لبن زبادي قليل الدسم	504.4	252.2	25.2	30.3	1.3
تضخيم	96	فطار	شوفان - فطار - تضخيم مرحلة 96	شوفان	101.4	380.2	12.7	68.4	7.6
تضخيم	96	غداء	أرز بسمتي - غداء - تضخيم مرحلة 96	أرز بسمتي	380.2	1368.9	22.8	304.2	3.8
تضخيم	96	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 96	سلطة خضراء	253.5	50.7	2.5	10.1	0
تضخيم	96	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 96	مكسرات (لوز)	76.1	441.1	15.2	15.2	38
تضخيم	97	فطار	بيض مسلوق - فطار - تضخيم مرحلة 97	بيض مسلوق	254.8	394.9	33.1	2.8	28
تضخيم	97	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 97	صدر دجاج مشوي	382.2	629.4	117.2	0	12.7
تضخيم	97	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 97	سمك مشوي	382.2	591.1	63.7	0	35.7
تضخيم	97	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 97	لبن زبادي قليل الدسم	509.6	254.8	25.5	30.6	1.3
تضخيم	98	فطار	شوفان - فطار - تضخيم مرحلة 98	شوفان	102.4	384.1	12.8	69.1	7.7
تضخيم	98	غداء	أرز بسمتي - غداء - تضخيم مرحلة 98	أرز بسمتي	384.1	1382.9	23	307.3	3.8
تضخيم	98	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 98	سلطة خضراء	256.1	51.2	2.6	10.2	0
تضخيم	98	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 98	مكسرات (لوز)	76.8	445.6	15.4	15.4	38.4
تضخيم	99	فطار	بيض مسلوق - فطار - تضخيم مرحلة 99	بيض مسلوق	257.4	399	33.5	2.8	28.3
تضخيم	99	غداء	صدر دجاج مشوي - غداء - تضخيم مرحلة 99	صدر دجاج مشوي	386.1	635.8	118.4	0	12.9
تضخيم	99	عشاء	سمك مشوي - عشاء - تضخيم مرحلة 99	سمك مشوي	386.1	597.2	64.3	0	36
تضخيم	99	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - تضخيم مرحلة 99	لبن زبادي قليل الدسم	514.8	257.4	25.7	30.9	1.3
تضخيم	100	فطار	شوفان - فطار - تضخيم مرحلة 100	شوفان	103.5	388.1	12.9	69.8	7.8
تضخيم	100	غداء	أرز بسمتي - غداء - تضخيم مرحلة 100	أرز بسمتي	388.1	1397	23.3	310.4	3.9
تضخيم	100	عشاء	سلطة خضراء - عشاء - تضخيم مرحلة 100	سلطة خضراء	258.7	51.7	2.6	10.3	0
تضخيم	100	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - تضخيم مرحلة 100	مكسرات (لوز)	77.6	450.1	15.5	15.5	38.8
